;Nr serie;Calibre;Modelo;Fabricante;Classificação;Outros
116;15362;9 mm;M975A1;Beretta;Pistola 9mm;Nº serie: Armação: 15362 Nº serie: Ferrolho: 15362 Nº serie: Cano: 15362
117;15365;9 mm;M975A1;Beretta;Pistola 9mm;Nº serie: Armação: 15365 Nº serie: Ferrolho: 15365 Nº serie: Cano: 15365
118;15545;9 mm;M975A1;Beretta;Pistola 9mm;Nº serie: Armação: 15545 Nº serie: Ferrolho: 15545 Nº serie: Cano: 15545
119;15698;9 mm;M975A1;Beretta;Pistola 9mm;Nº serie: Armação: 15698 Nº serie: Ferrolho: 15698 Nº serie: Cano: 15698
120;15716;9 mm;M975A1;Beretta;Pistola 9mm;Sem número de série no cano e ferrolho Nº serie: Armação: 15716 Nº serie: Ferrolho: 15716 Nº serie: Cano: 15716
121;15906;9 mm;M975A1;Beretta;Pistola 9mm;Nº serie: Armação: 15906 Nº serie: Ferrolho: 15906 Nº serie: Cano: 15906
122;15919;9 mm;M975A1;Beretta;Pistola 9mm;Nº serie: Armação: 15919 Nº serie: Ferrolho: 15919 Nº serie: Cano: 15919
123;15925;9 mm;M975A1;Beretta;Pistola 9mm;Nº serie: Armação: 15925 Nº serie: Ferrolho: 15925 Nº serie: Cano: 15925
124;15927;9 mm;M975A1;Beretta;Pistola 9mm;Sem número de série no cano e no ferrolho. Nº serie: Armação: 15927 Nº serie: Ferrolho: 15927 Nº serie: Cano: 15927
125;15928;9 mm;M975A1;Beretta;Pistola 9mm;Nº serie: Armação: 15928 Nº serie: Ferrolho: 15928 Nº serie: Cano: 15928
126;15958;9 mm;M975A1;Beretta;Pistola 9mm;Nº serie: Armação: 15958 Nº serie: Ferrolho: 15958 Nº serie: Cano: 15958
127;16019;9 mm;M975A1;Beretta;Pistola 9mm;Nº serie: Armação: 16019 Nº serie: Ferrolho: 16019 Nº serie: Cano: 16019
128;16094;9 mm;M975A1;Beretta;Pistola 9mm;Nº serie: Armação: 16094 Nº serie: Ferrolho: 16094 Nº serie: Cano: 16094
129;27844;9 mm;M973;IMBEL;Pistola 9mm;Nº serie: Armação: 27844 Nº serie: Ferrolho: 27844 Nº serie: Cano: Não Tem
130;277920;9 mm;M973;IMBEL;Pistola 9mm;Nº serie: Armação: 277920 Nº serie: Ferrolho: 277920 Nº serie: Cano: Não Tem
131;27884;9 mm;M973;IMBEL;Pistola 9mm;Nº serie: Armação: 27884 Nº serie: Ferrolho: 27884 Nº serie: Cano: Não Tem
132;27283;9 mm;M973;IMBEL;Pistola 9mm;Nº serie: Armação: 27283 Nº serie: Ferrolho: 27283 Nº serie: Cano: Não Tem
133;27715;9 mm;M973;IMBEL;Pistola 9mm;Nº serie: Armação: 27715 Nº serie: Ferrolho: 27715 Nº serie: Cano: Não Tem
134;15565;9 mm;M975A1;Beretta;Pistola 9mm;Nº serie: Armação: 15565 Nº serie: Ferrolho: 15565 Nº serie: Cano: 15565
135;15996;9 mm;M975A1;Beretta;Pistola 9mm;Nº serie: Armação: 15996 Nº serie: Ferrolho: 15996 Nº serie: Cano: 15996
136;15931;9 mm;M975A1;Beretta;Pistola 9mm;Obs.: Nº da armação difere do nº do ferrolho e do cano que é Nº 15928, Nº serie: Armação: 15931
137;14534;9 mm;M975A1;Beretta;Pistola 9mm;Não possui o carregador sobressalente, Nº serie: Armação: 14534 Nº serie: Ferrolho: 14534 Nº serie: Cano: 14534
138;-;FACA DE COMBATE;M3 TIPO AMERICANO;-;Faca;-
139;-;FACA DE COMBATE;M3 TIPO AMERICANO;-;Faca;-
140;-;FACA DE COMBATE;M3 TIPO AMERICANO;-;Faca;-
141;-;FACA DE COMBATE;M3 TIPO AMERICANO;-;Faca;-
142;-;FACA DE COMBATE;M3 TIPO AMERICANO;-;Faca;-
143;-;FACA DE COMBATE;M3 TIPO AMERICANO;-;Faca;-
144;-;FACA DE COMBATE;M3 TIPO AMERICANO;-;Faca;-
145;-;FACA DE COMBATE;M3 TIPO AMERICANO;-;Faca;-
146;-;FACA DE COMBATE;M3 TIPO AMERICANO;-;Faca;-
147;-;FACA BAIONETA;IA2;-;Faca;-
148;-;FACA BAIONETA;IA2;-;Faca;-
149;-;FACA BAIONETA;IA2;-;Faca;-
150;-;FACA BAIONETA;IA2;-;Faca;-
151;-;FACA BAIONETA;IA2;-;Faca;-
152;-;FACA BAIONETA;IA2;-;Faca;-
153;-;FACA BAIONETA;IA2;-;Faca;-
154;-;FACA BAIONETA;IA2;-;Faca;-
155;-;FACA BAIONETA;IA2;-;Faca;-
156;-;FACA DE COMBATE;M3 TIPO AMERICANO;-;Faca;-
157;-;FACA BAIONETA;IA2;-;Faca;-
158;C01789BR;37/38 mm;LANÇADOR DE GRANADA: AM-600;-;Outros;PROCEDENCIA: Nº serie: Armação: C01789BR
159;C01916BR;37/38 mm;LANÇADOR DE GRANADA: AM-600;-;Outros;PROCEDENCIA: Nº serie: Armação: C01916BR
160;C01871BR;37/38 mm;LANÇADOR DE GRANADA: AM-600;-;Outros;Nº serie: Armação: C01871BR
161;779454;-;ARMA PAINTBALL 98 CUSTOM, NÃO LETAL;-;Outros;-
162;164156;12 GA;PUMP-G;-;Espingarda 12;Nº serie: Receptaculo: 164156 Nº serie: Cano: Não tem
163;164165;12 GA;PUMP-G;-;Espingarda 12;Nº serie: Receptaculo: 164165 Nº serie: Cano: Não tem
164;164220;12 GA;PUMP-G;-;Espingarda 12;Nº serie: Receptaculo: 164220 Nº serie: Cano: Não tem
165;164221;12 GA;PUMP-G;-;Espingarda 12;Nº serie: Receptaculo: 164221 Nº serie: Cano: Não tem
166;164227;12 GA;PUMP-G;-;Espingarda 12;Nº serie: Receptaculo: 164227 Nº serie: Cano: Não tem
167;164228;12 GA;PUMP-G;-;Espingarda 12;Nº serie: Receptaculo: 164228 Nº serie: Cano: Não tem
168;164238;12 GA;PUMP-G;-;Espingarda 12;Nº serie: Receptaculo: 164238 Nº serie: Cano: Não tem
169;164248;12 GA;PUMP-G;-;Espingarda 12;Nº serie: Receptaculo: 164248 Nº serie: Cano: Não tem
170;43412-05;12 GA;PUMP-G;-;Espingarda 12;Nº serie: Culatra: 43412-05 Nº serie: Cano: 43412-05
171;43413-05;12 GA;PUMP-G;-;Espingarda 12;Nº serie: Culatra: 43413-05 Nº serie: Cano: 43413-05
172;43414-05;12 GA;PUMP-G;-;Espingarda 12;Nº serie: Culatra: 43414-05 Nº serie: Cano: 43414-05
173;43415-05;12 GA;PUMP-G;-;Espingarda 12;Nº serie: Culatra: 43415-05 Nº serie: Cano: 43415-05
174;164155;12 GA;PUMP-G;-;Espingarda 12;Nº serie: Receptaculo: 164155 Nº serie: Cano: Não tem
175;164249;12 GA;PUMP-G;-;Espingarda 12;Nº serie: Receptaculo: 164249 Nº serie: Cano: Não tem
176;1697;14,5 MM;DISPOSITIVO DE TREINAMENTO DE ARTILHARIA;-;Outros;Nº serie: Arco Nível: 1697 Cano: 1697 Suporte de fixação da luneta: 1697 Base fixa e Giratória: 1697 Luneta panorâmica M12A2: 5627 JKC
177;2498;14,5 MM;DISPOSITIVO DE TREINAMENTO DE ARTILHARIA;-;Outros;Nº serie: Arco Nível: 2498 Cano: 2498 Suporte de fixação da luneta: 2498 Base fixa e Giratória: 2498 Luneta panorâmica M12A2: 17322
